"","City","Date","CMI","Province","Start.Date","Policy.A..Complete.Shutdown.","Policy.B..Partial.Shutdowns.","Policy.C..Checkpoints.and.Quarantine.Zones.","population","ConfCount"
"1","Beijing",2020-01-22,3.9546,"Beijing","2-10-20",0,0,1,11716620,10
"2","Beijing",2020-01-23,3.0974,"Beijing","2-10-20",0,0,1,11716620,22
"3","Beijing",2020-01-24,2.4029,"Beijing","2-10-20",0,0,1,11716620,36
"4","Beijing",2020-01-25,1.8254,"Beijing","2-10-20",0,0,1,11716620,41
"5","Beijing",2020-01-26,1.6544,"Beijing","2-10-20",0,0,1,11716620,68
"6","Beijing",2020-01-27,1.4808,"Beijing","2-10-20",0,0,1,11716620,80
"7","Beijing",2020-01-28,1.386,"Beijing","2-10-20",0,0,1,11716620,91
"8","Beijing",2020-01-29,1.4498,"Beijing","2-10-20",0,0,1,11716620,111
"9","Beijing",2020-01-30,1.3431,"Beijing","2-10-20",0,0,1,11716620,114
"10","Beijing",2020-01-31,1.5133,"Beijing","2-10-20",0,0,1,11716620,139
"11","Beijing",2020-02-01,1.4764,"Beijing","2-10-20",0,0,1,11716620,168
"12","Beijing",2020-02-02,1.3508,"Beijing","2-10-20",0,0,1,11716620,191
"13","Beijing",2020-02-03,1.8071,"Beijing","2-10-20",0,0,1,11716620,212
"14","Beijing",2020-02-04,1.6746,"Beijing","2-10-20",0,0,1,11716620,228
"15","Beijing",2020-02-05,1.563,"Beijing","2-10-20",0,0,1,11716620,253
"16","Beijing",2020-02-06,1.4363,"Beijing","2-10-20",0,0,1,11716620,274
"17","Beijing",2020-02-07,1.6097,"Beijing","2-10-20",0,0,1,11716620,297
"18","Beijing",2020-02-08,1.3753,"Beijing","2-10-20",0,0,1,11716620,315
"19","Beijing",2020-02-09,1.3557,"Beijing","2-10-20",0,0,1,11716620,326
"20","Beijing",2020-02-10,2.2462,"Beijing","2-10-20",0,0,1,11716620,337
"21","Beijing",2020-02-11,2.0881,"Beijing","2-10-20",0,0,1,11716620,342
"22","Beijing",2020-02-12,2.0954,"Beijing","2-10-20",0,0,1,11716620,352
"23","Beijing",2020-02-13,2.1563,"Beijing","2-10-20",0,0,1,11716620,366
"24","Beijing",2020-02-14,1.863,"Beijing","2-10-20",0,0,1,11716620,372
"25","Beijing",2020-02-15,1.3779,"Beijing","2-10-20",0,0,1,11716620,375
"26","Beijing",2020-02-16,1.4317,"Beijing","2-10-20",0,0,1,11716620,380
"27","Beijing",2020-02-17,2.4975,"Beijing","2-10-20",0,0,1,11716620,381
"28","Beijing",2020-02-18,2.4258,"Beijing","2-10-20",0,0,1,11716620,387
"29","Beijing",2020-02-19,2.417,"Beijing","2-10-20",0,0,1,11716620,393
"30","Beijing",2020-02-20,2.4069,"Beijing","2-10-20",0,0,1,11716620,395
"31","Beijing",2020-02-21,2.4652,"Beijing","2-10-20",0,0,1,11716620,396
"32","Beijing",2020-02-22,1.5908,"Beijing","2-10-20",0,0,1,11716620,399
"33","Beijing",2020-02-23,1.5594,"Beijing","2-10-20",0,0,1,11716620,399
"34","Beijing",2020-02-24,2.7557,"Beijing","2-10-20",0,0,1,11716620,399
"35","Beijing",2020-02-25,2.6773,"Beijing","2-10-20",0,0,1,11716620,400
"36","Beijing",2020-02-26,2.7353,"Beijing","2-10-20",0,0,1,11716620,400
"37","Beijing",2020-02-27,2.7116,"Beijing","2-10-20",0,0,1,11716620,410
"38","Beijing",2020-02-28,2.792,"Beijing","2-10-20",0,0,1,11716620,410
"39","Beijing",2020-02-29,1.7131,"Beijing","2-10-20",0,0,1,11716620,411
"40","Beijing",2020-03-01,1.8045,"Beijing","2-10-20",0,0,1,11716620,413
"41","Beijing",2020-03-02,3.1671,"Beijing","2-10-20",0,0,1,11716620,414
"42","Beijing",2020-03-03,3.0333,"Beijing","2-10-20",0,0,1,11716620,414
"43","Beijing",2020-03-04,3.1057,"Beijing","2-10-20",0,0,1,11716620,417
"44","Beijing",2020-03-05,3.0999,"Beijing","2-10-20",0,0,1,11716620,418
"45","Beijing",2020-03-06,3.1469,"Beijing","2-10-20",0,0,1,11716620,422
"46","Beijing",2020-03-07,2.0726,"Beijing","2-10-20",0,0,1,11716620,426
"47","Beijing",2020-03-08,1.8734,"Beijing","2-10-20",0,0,1,11716620,428
"48","Beijing",2020-03-09,3.3765,"Beijing","2-10-20",0,0,1,11716620,428
"49","Beijing",2020-03-10,3.3717,"Beijing","2-10-20",0,0,1,11716620,429
"50","Beijing",2020-03-11,3.4222,"Beijing","2-10-20",0,0,1,11716620,435
"51","Beijing",2020-03-12,3.3891,"Beijing","2-10-20",0,0,1,11716620,435
"52","Beijing",2020-03-13,3.4999,"Beijing","2-10-20",0,0,1,11716620,436
"53","Beijing",2020-03-14,2.2523,"Beijing","2-10-20",0,0,1,11716620,437
"54","Beijing",2020-03-15,2.2133,"Beijing","2-10-20",0,0,1,11716620,442
"55","Beijing",2020-03-16,3.6972,"Beijing","2-10-20",0,0,1,11716620,452
"56","Beijing",2020-03-17,3.6903,"Beijing","2-10-20",0,0,1,11716620,456
"57","Beijing",2020-03-18,3.6853,"Beijing","2-10-20",0,0,1,11716620,469
"58","Beijing",2020-03-19,3.6655,"Beijing","2-10-20",0,0,1,11716620,480
"59","Beijing",2020-03-20,3.8176,"Beijing","2-10-20",0,0,1,11716620,491
"60","Beijing",2020-03-21,2.5395,"Beijing","2-10-20",0,0,1,11716620,504
"61","Beijing",2020-03-22,2.4417,"Beijing","2-10-20",0,0,1,11716620,514
"62","Beijing",2020-03-23,3.9845,"Beijing","2-10-20",0,0,1,11716620,537
"63","Beijing",2020-03-24,3.9459,"Beijing","2-10-20",0,0,1,11716620,558
"64","Beijing",2020-03-25,4.0009,"Beijing","2-10-20",0,0,1,11716620,561
"65","Beijing",2020-03-26,3.821,"Beijing","2-10-20",0,0,1,11716620,566
"66","Beijing",2020-03-27,4.0457,"Beijing","2-10-20",0,0,1,11716620,569
"67","Beijing",2020-03-28,2.7754,"Beijing","2-10-20",0,0,1,11716620,573
"68","Beijing",2020-03-29,2.631,"Beijing","2-10-20",0,0,1,11716620,577
"69","Beijing",2020-03-30,4.2272,"Beijing","2-10-20",0,0,1,11716620,577
"70","Beijing",2020-03-31,4.0617,"Beijing","2-10-20",0,0,1,11716620,580
"71","Beijing",2020-04-01,4.1222,"Beijing","2-10-20",0,0,1,11716620,580
"72","Beijing",2020-04-02,4.095,"Beijing","2-10-20",0,0,1,11716620,582
"73","Beijing",2020-04-03,4.1992,"Beijing","2-10-20",0,0,1,11716620,584
"74","Beijing",2020-04-04,2.8729,"Beijing","2-10-20",0,0,1,11716620,585
"75","Beijing",2020-04-05,2.7821,"Beijing","2-10-20",0,0,1,11716620,586
"76","Beijing",2020-04-06,2.9076,"Beijing","2-10-20",0,0,1,11716620,587
"77","Beijing",2020-04-07,4.2583,"Beijing","2-10-20",0,0,1,11716620,587
"78","Beijing",2020-04-08,4.2614,"Beijing","2-10-20",0,0,1,11716620,588
"79","Beijing",2020-04-09,4.1769,"Beijing","2-10-20",0,0,1,11716620,588
"80","Beijing",2020-04-10,3.2515,"Beijing","2-10-20",0,0,1,11716620,588
"81","Beijing",2020-04-11,3.0562,"Beijing","2-10-20",0,0,1,11716620,589
"82","Beijing",2020-04-12,2.9116,"Beijing","2-10-20",0,0,1,11716620,589
"83","Beijing",2020-04-13,4.3736,"Beijing","2-10-20",0,0,1,11716620,589
"84","Beijing",2020-04-14,4.3747,"Beijing","2-10-20",0,0,1,11716620,589
"85","Beijing",2020-04-15,4.4239,"Beijing","2-10-20",0,0,1,11716620,590
"86","Beijing",2020-04-16,4.3623,"Beijing","2-10-20",0,0,1,11716620,593
"87","Beijing",2020-04-17,4.4599,"Beijing","2-10-20",0,0,1,11716620,593
"88","Beijing",2020-04-19,3.0127,"Beijing","2-10-20",0,0,1,11716620,593
"89","Beijing",2020-04-20,4.4805,"Beijing","2-10-20",0,0,1,11716620,593
"90","Beijing",2020-04-21,4.4337,"Beijing","2-10-20",0,0,1,11716620,593
"91","Beijing",2020-04-22,4.4553,"Beijing","2-10-20",0,0,1,11716620,593
"92","Beijing",2020-04-23,4.4939,"Beijing","2-10-20",0,0,1,11716620,593
"93","Beijing",2020-04-24,4.626,"Beijing","2-10-20",0,0,1,11716620,593
"94","Beijing",2020-04-25,3.2238,"Beijing","2-10-20",0,0,1,11716620,593
"95","Beijing",2020-04-27,4.7062,"Beijing","2-10-20",0,0,1,11716620,593
"96","Beijing",2020-04-28,4.7087,"Beijing","2-10-20",0,0,1,11716620,593
"97","Beijing",2020-04-30,5.3336,"Beijing","2-10-20",0,0,1,11716620,593
"98","Beijing",2020-05-01,3.7107,"Beijing","2-10-20",0,0,1,11716620,593
"99","Chengdu",2020-01-24,2.6638,"Sichuan","2-7-20",0,0,1,7415590,7
"100","Chengdu",2020-01-25,2.0382,"Sichuan","2-7-20",0,0,1,7415590,16
"101","Chengdu",2020-01-26,1.8877,"Sichuan","2-7-20",0,0,1,7415590,22
"102","Chengdu",2020-01-27,1.6748,"Sichuan","2-7-20",0,0,1,7415590,33
"103","Chengdu",2020-01-28,1.6002,"Sichuan","2-7-20",0,0,1,7415590,37
"104","Chengdu",2020-01-29,1.718,"Sichuan","2-7-20",0,0,1,7415590,46
"105","Chengdu",2020-01-30,1.6084,"Sichuan","2-7-20",0,0,1,7415590,59
"106","Chengdu",2020-01-31,1.5894,"Sichuan","2-7-20",0,0,1,7415590,69
"107","Chengdu",2020-02-01,1.6132,"Sichuan","2-7-20",0,0,1,7415590,72
"108","Chengdu",2020-02-02,1.6229,"Sichuan","2-7-20",0,0,1,7415590,73
"109","Chengdu",2020-02-03,2.0728,"Sichuan","2-7-20",0,0,1,7415590,77
"110","Chengdu",2020-02-04,1.8942,"Sichuan","2-7-20",0,0,1,7415590,87
"111","Chengdu",2020-02-05,1.79,"Sichuan","2-7-20",0,0,1,7415590,92
"112","Chengdu",2020-02-06,1.8228,"Sichuan","2-7-20",0,0,1,7415590,97
"113","Chengdu",2020-02-07,1.6759,"Sichuan","2-7-20",0,0,1,7415590,102
"114","Chengdu",2020-02-08,1.4486,"Sichuan","2-7-20",0,0,1,7415590,109
"115","Chengdu",2020-02-09,1.4351,"Sichuan","2-7-20",0,0,1,7415590,120
"116","Chengdu",2020-02-10,1.742,"Sichuan","2-7-20",0,0,1,7415590,123
"117","Chengdu",2020-02-11,1.6654,"Sichuan","2-7-20",0,0,1,7415590,124
"118","Chengdu",2020-02-12,1.6627,"Sichuan","2-7-20",0,0,1,7415590,125
"119","Chengdu",2020-02-13,1.7248,"Sichuan","2-7-20",0,0,1,7415590,131
"120","Chengdu",2020-02-14,1.731,"Sichuan","2-7-20",0,0,1,7415590,135
"121","Chengdu",2020-02-15,1.3588,"Sichuan","2-7-20",0,0,1,7415590,139
"122","Chengdu",2020-02-16,1.4358,"Sichuan","2-7-20",0,0,1,7415590,140
"123","Chengdu",2020-02-17,2.0355,"Sichuan","2-7-20",0,0,1,7415590,140
"124","Chengdu",2020-02-18,2.0692,"Sichuan","2-7-20",0,0,1,7415590,140
"125","Chengdu",2020-02-19,2.1766,"Sichuan","2-7-20",0,0,1,7415590,141
"126","Chengdu",2020-02-20,2.2135,"Sichuan","2-7-20",0,0,1,7415590,141
"127","Chengdu",2020-02-21,2.4322,"Sichuan","2-7-20",0,0,1,7415590,143
"128","Chengdu",2020-02-22,1.9746,"Sichuan","2-7-20",0,0,1,7415590,143
"129","Chengdu",2020-02-23,1.9781,"Sichuan","2-7-20",0,0,1,7415590,143
"130","Chengdu",2020-02-24,3.0243,"Sichuan","2-7-20",0,0,1,7415590,143
"131","Chengdu",2020-02-25,3.0951,"Sichuan","2-7-20",0,0,1,7415590,143
"132","Chengdu",2020-02-26,3.1638,"Sichuan","2-7-20",0,0,1,7415590,143
"133","Chengdu",2020-02-27,3.1824,"Sichuan","2-7-20",0,0,1,7415590,143
"134","Chengdu",2020-02-28,3.3528,"Sichuan","2-7-20",0,0,1,7415590,143
"135","Chengdu",2020-02-29,2.9273,"Sichuan","2-7-20",0,0,1,7415590,143
"136","Chengdu",2020-03-01,2.7656,"Sichuan","2-7-20",0,0,1,7415590,143
"137","Chengdu",2020-03-02,3.7197,"Sichuan","2-7-20",0,0,1,7415590,143
"138","Chengdu",2020-03-03,3.9141,"Sichuan","2-7-20",0,0,1,7415590,143
"139","Chengdu",2020-03-04,4.0302,"Sichuan","2-7-20",0,0,1,7415590,143
"140","Chengdu",2020-03-05,4.0248,"Sichuan","2-7-20",0,0,1,7415590,144
"141","Chengdu",2020-03-06,4.074,"Sichuan","2-7-20",0,0,1,7415590,144
"142","Chengdu",2020-03-07,3.4111,"Sichuan","2-7-20",0,0,1,7415590,144
"143","Chengdu",2020-03-08,3.203,"Sichuan","2-7-20",0,0,1,7415590,144
"144","Chengdu",2020-03-09,4.2877,"Sichuan","2-7-20",0,0,1,7415590,144
"145","Chengdu",2020-03-10,4.3483,"Sichuan","2-7-20",0,0,1,7415590,144
"146","Chengdu",2020-03-11,4.3988,"Sichuan","2-7-20",0,0,1,7415590,144
"147","Chengdu",2020-03-12,4.4381,"Sichuan","2-7-20",0,0,1,7415590,144
"148","Chengdu",2020-03-13,4.5344,"Sichuan","2-7-20",0,0,1,7415590,144
"149","Chengdu",2020-03-14,3.8001,"Sichuan","2-7-20",0,0,1,7415590,144
"150","Chengdu",2020-03-15,3.5756,"Sichuan","2-7-20",0,0,1,7415590,144
"151","Chengdu",2020-03-17,4.7745,"Sichuan","2-7-20",0,0,1,7415590,144
"152","Chengdu",2020-03-18,4.7757,"Sichuan","2-7-20",0,0,1,7415590,145
"153","Chengdu",2020-03-19,4.8416,"Sichuan","2-7-20",0,0,1,7415590,145
"154","Chengdu",2020-03-20,4.9259,"Sichuan","2-7-20",0,0,1,7415590,146
"155","Chengdu",2020-03-21,4.2175,"Sichuan","2-7-20",0,0,1,7415590,147
"156","Chengdu",2020-03-22,4.0091,"Sichuan","2-7-20",0,0,1,7415590,148
"157","Chengdu",2020-03-24,5.0362,"Sichuan","2-7-20",0,0,1,7415590,150
"158","Chengdu",2020-03-25,5.0584,"Sichuan","2-7-20",0,0,1,7415590,152
"159","Chengdu",2020-03-27,5.112,"Sichuan","2-7-20",0,0,1,7415590,153
"160","Chengdu",2020-03-29,4.0605,"Sichuan","2-7-20",0,0,1,7415590,153
"161","Chengdu",2020-03-30,5.106,"Sichuan","2-7-20",0,0,1,7415590,155
"162","Chengdu",2020-04-01,5.0323,"Sichuan","2-7-20",0,0,1,7415590,157
"163","Chengdu",2020-04-02,4.9656,"Sichuan","2-7-20",0,0,1,7415590,159
"164","Chengdu",2020-04-03,4.9209,"Sichuan","2-7-20",0,0,1,7415590,160
"165","Chengdu",2020-04-04,4.0177,"Sichuan","2-7-20",0,0,1,7415590,162
"166","Chengdu",2020-04-05,3.9667,"Sichuan","2-7-20",0,0,1,7415590,163
"167","Chengdu",2020-04-06,4.1712,"Sichuan","2-7-20",0,0,1,7415590,164
"168","Chengdu",2020-04-07,5.1062,"Sichuan","2-7-20",0,0,1,7415590,165
"169","Chengdu",2020-04-10,3.8894,"Sichuan","2-7-20",0,0,1,7415590,165
"170","Chengdu",2020-04-11,4.4323,"Sichuan","2-7-20",0,0,1,7415590,165
"171","Chengdu",2020-04-13,4.9538,"Sichuan","2-7-20",0,0,1,7415590,165
"172","Chengdu",2020-04-15,5.1482,"Sichuan","2-7-20",0,0,1,7415590,165
"173","Chengdu",2020-04-16,5.1315,"Sichuan","2-7-20",0,0,1,7415590,165
"174","Chengdu",2020-04-18,4.5292,"Sichuan","2-7-20",0,0,1,7415590,166
"175","Chengdu",2020-04-19,4.2342,"Sichuan","2-7-20",0,0,1,7415590,166
"176","Chengdu",2020-04-22,5.0866,"Sichuan","2-7-20",0,0,1,7415590,166
"177","Chengdu",2020-04-23,5.0595,"Sichuan","2-7-20",0,0,1,7415590,166
"178","Chengdu",2020-04-24,5.2437,"Sichuan","2-7-20",0,0,1,7415590,166
"179","Deyang",2020-01-24,4.4029,"Sichuan","2-9-20",0,0,1,152194,1
"180","Deyang",2020-01-25,3.6124,"Sichuan","2-9-20",0,0,1,152194,1
"181","Deyang",2020-01-26,3.4967,"Sichuan","2-9-20",0,0,1,152194,1
"182","Deyang",2020-01-27,2.9293,"Sichuan","2-9-20",0,0,1,152194,1
"183","Deyang",2020-01-28,2.8919,"Sichuan","2-9-20",0,0,1,152194,1
"184","Deyang",2020-01-29,2.858,"Sichuan","2-9-20",0,0,1,152194,2
"185","Deyang",2020-01-30,2.5771,"Sichuan","2-9-20",0,0,1,152194,3
"186","Deyang",2020-01-31,2.2614,"Sichuan","2-9-20",0,0,1,152194,7
"187","Deyang",2020-02-01,2.2147,"Sichuan","2-9-20",0,0,1,152194,7
"188","Deyang",2020-02-02,2.1818,"Sichuan","2-9-20",0,0,1,152194,10
"189","Deyang",2020-02-03,2.4757,"Sichuan","2-9-20",0,0,1,152194,10
"190","Deyang",2020-02-04,2.368,"Sichuan","2-9-20",0,0,1,152194,12
"191","Deyang",2020-02-05,2.3163,"Sichuan","2-9-20",0,0,1,152194,12
"192","Deyang",2020-02-06,2.4239,"Sichuan","2-9-20",0,0,1,152194,12
"193","Deyang",2020-02-07,2.342,"Sichuan","2-9-20",0,0,1,152194,12
"194","Deyang",2020-02-08,2.3181,"Sichuan","2-9-20",0,0,1,152194,13
"195","Deyang",2020-02-09,2.3446,"Sichuan","2-9-20",0,0,1,152194,16
"196","Deyang",2020-02-10,2.5449,"Sichuan","2-9-20",0,0,1,152194,16
"197","Deyang",2020-02-11,2.3196,"Sichuan","2-9-20",0,0,1,152194,16
"198","Deyang",2020-02-12,2.1924,"Sichuan","2-9-20",0,0,1,152194,16
"199","Deyang",2020-02-13,2.2151,"Sichuan","2-9-20",0,0,1,152194,17
"200","Deyang",2020-02-14,2.1967,"Sichuan","2-9-20",0,0,1,152194,17
"201","Deyang",2020-02-15,1.9073,"Sichuan","2-9-20",0,0,1,152194,17
"202","Deyang",2020-02-16,1.9703,"Sichuan","2-9-20",0,0,1,152194,17
"203","Deyang",2020-02-17,2.3536,"Sichuan","2-9-20",0,0,1,152194,17
"204","Deyang",2020-02-18,2.4034,"Sichuan","2-9-20",0,0,1,152194,17
"205","Deyang",2020-02-19,2.5677,"Sichuan","2-9-20",0,0,1,152194,17
"206","Deyang",2020-02-20,2.5987,"Sichuan","2-9-20",0,0,1,152194,17
"207","Deyang",2020-02-21,2.8425,"Sichuan","2-9-20",0,0,1,152194,18
"208","Deyang",2020-02-22,2.5612,"Sichuan","2-9-20",0,0,1,152194,18
"209","Deyang",2020-02-23,2.625,"Sichuan","2-9-20",0,0,1,152194,18
"210","Deyang",2020-02-24,3.6265,"Sichuan","2-9-20",0,0,1,152194,18
"211","Deyang",2020-02-25,3.7784,"Sichuan","2-9-20",0,0,1,152194,18
"212","Deyang",2020-02-26,3.8254,"Sichuan","2-9-20",0,0,1,152194,18
"213","Deyang",2020-02-27,3.8119,"Sichuan","2-9-20",0,0,1,152194,18
"214","Deyang",2020-02-28,3.9428,"Sichuan","2-9-20",0,0,1,152194,18
"215","Deyang",2020-02-29,3.8057,"Sichuan","2-9-20",0,0,1,152194,18
"216","Deyang",2020-03-01,3.5745,"Sichuan","2-9-20",0,0,1,152194,18
"217","Deyang",2020-03-02,3.9194,"Sichuan","2-9-20",0,0,1,152194,18
"218","Deyang",2020-03-03,4.1891,"Sichuan","2-9-20",0,0,1,152194,18
"219","Deyang",2020-03-04,4.1968,"Sichuan","2-9-20",0,0,1,152194,18
"220","Deyang",2020-03-05,4.1442,"Sichuan","2-9-20",0,0,1,152194,18
"221","Deyang",2020-03-06,4.2121,"Sichuan","2-9-20",0,0,1,152194,18
"222","Deyang",2020-03-07,3.9812,"Sichuan","2-9-20",0,0,1,152194,18
"223","Deyang",2020-03-08,3.8234,"Sichuan","2-9-20",0,0,1,152194,18
"224","Deyang",2020-03-09,4.2249,"Sichuan","2-9-20",0,0,1,152194,18
"225","Deyang",2020-03-10,4.2647,"Sichuan","2-9-20",0,0,1,152194,18
"226","Deyang",2020-03-11,4.3014,"Sichuan","2-9-20",0,0,1,152194,18
"227","Deyang",2020-03-12,4.3375,"Sichuan","2-9-20",0,0,1,152194,18
"228","Deyang",2020-03-13,4.4042,"Sichuan","2-9-20",0,0,1,152194,18
"229","Deyang",2020-03-14,4.1573,"Sichuan","2-9-20",0,0,1,152194,18
"230","Deyang",2020-03-15,4.0189,"Sichuan","2-9-20",0,0,1,152194,18
"231","Deyang",2020-03-17,4.5119,"Sichuan","2-9-20",0,0,1,152194,18
"232","Deyang",2020-03-18,4.487,"Sichuan","2-9-20",0,0,1,152194,18
"233","Deyang",2020-03-19,4.5453,"Sichuan","2-9-20",0,0,1,152194,18
"234","Deyang",2020-03-20,4.6031,"Sichuan","2-9-20",0,0,1,152194,18
"235","Deyang",2020-03-21,4.4637,"Sichuan","2-9-20",0,0,1,152194,18
"236","Deyang",2020-03-22,4.3289,"Sichuan","2-9-20",0,0,1,152194,18
"237","Deyang",2020-03-24,4.6567,"Sichuan","2-9-20",0,0,1,152194,18
"238","Deyang",2020-03-25,4.7021,"Sichuan","2-9-20",0,0,1,152194,18
"239","Deyang",2020-03-27,4.7146,"Sichuan","2-9-20",0,0,1,152194,18
"240","Deyang",2020-03-29,4.3393,"Sichuan","2-9-20",0,0,1,152194,18
"241","Deyang",2020-03-30,4.6056,"Sichuan","2-9-20",0,0,1,152194,18
"242","Deyang",2020-04-01,4.7135,"Sichuan","2-9-20",0,0,1,152194,18
"243","Deyang",2020-04-02,4.6151,"Sichuan","2-9-20",0,0,1,152194,18
"244","Deyang",2020-04-03,4.5359,"Sichuan","2-9-20",0,0,1,152194,18
"245","Deyang",2020-04-04,4.3587,"Sichuan","2-9-20",0,0,1,152194,18
"246","Deyang",2020-04-05,4.3458,"Sichuan","2-9-20",0,0,1,152194,18
"247","Deyang",2020-04-06,4.3886,"Sichuan","2-9-20",0,0,1,152194,18
"248","Deyang",2020-04-07,4.703,"Sichuan","2-9-20",0,0,1,152194,18
"249","Deyang",2020-04-10,3.5367,"Sichuan","2-9-20",0,0,1,152194,18
"250","Deyang",2020-04-11,4.512,"Sichuan","2-9-20",0,0,1,152194,18
"251","Deyang",2020-04-13,4.5221,"Sichuan","2-9-20",0,0,1,152194,18
"252","Deyang",2020-04-15,4.64,"Sichuan","2-9-20",0,0,1,152194,18
"253","Deyang",2020-04-16,4.6332,"Sichuan","2-9-20",0,0,1,152194,18
"254","Deyang",2020-04-18,4.5125,"Sichuan","2-9-20",0,0,1,152194,18
"255","Deyang",2020-04-19,4.3608,"Sichuan","2-9-20",0,0,1,152194,18
"256","Deyang",2020-04-22,4.5102,"Sichuan","2-9-20",0,0,1,152194,18
"257","Deyang",2020-04-23,4.5119,"Sichuan","2-9-20",0,0,1,152194,18
"258","Deyang",2020-04-24,4.7374,"Sichuan","2-9-20",0,0,1,152194,18
"259","Dongguan",2020-01-25,0.8432,"Guangdong","2-9-20",0,0,1,8000000,1
"260","Dongguan",2020-01-26,0.7949,"Guangdong","2-9-20",0,0,1,8000000,2
"261","Dongguan",2020-01-27,0.7304,"Guangdong","2-9-20",0,0,1,8000000,2
"262","Dongguan",2020-01-28,0.7573,"Guangdong","2-9-20",0,0,1,8000000,7
"263","Dongguan",2020-01-29,0.7703,"Guangdong","2-9-20",0,0,1,8000000,7
"264","Dongguan",2020-01-30,0.7893,"Guangdong","2-9-20",0,0,1,8000000,11
"265","Dongguan",2020-01-31,0.8025,"Guangdong","2-9-20",0,0,1,8000000,16
"266","Dongguan",2020-02-01,0.8071,"Guangdong","2-9-20",0,0,1,8000000,21
"267","Dongguan",2020-02-02,0.7881,"Guangdong","2-9-20",0,0,1,8000000,27
"268","Dongguan",2020-02-03,0.8609,"Guangdong","2-9-20",0,0,1,8000000,31
"269","Dongguan",2020-02-04,0.8081,"Guangdong","2-9-20",0,0,1,8000000,37
"270","Dongguan",2020-02-05,0.8223,"Guangdong","2-9-20",0,0,1,8000000,44
"271","Dongguan",2020-02-06,0.8302,"Guangdong","2-9-20",0,0,1,8000000,47
"272","Dongguan",2020-02-07,0.8491,"Guangdong","2-9-20",0,0,1,8000000,53
"273","Dongguan",2020-02-08,0.8641,"Guangdong","2-9-20",0,0,1,8000000,56
"274","Dongguan",2020-02-09,0.9431,"Guangdong","2-9-20",0,0,1,8000000,58
"275","Dongguan",2020-02-10,1.3543,"Guangdong","2-9-20",0,0,1,8000000,60
"276","Dongguan",2020-02-11,1.3157,"Guangdong","2-9-20",0,0,1,8000000,62
"277","Dongguan",2020-02-12,1.3947,"Guangdong","2-9-20",0,0,1,8000000,67
"278","Dongguan",2020-02-13,1.3845,"Guangdong","2-9-20",0,0,1,8000000,70
"279","Dongguan",2020-02-14,1.4216,"Guangdong","2-9-20",0,0,1,8000000,73
"280","Dongguan",2020-02-15,1.2322,"Guangdong","2-9-20",0,0,1,8000000,81
"281","Dongguan",2020-02-16,1.1207,"Guangdong","2-9-20",0,0,1,8000000,89
"282","Dongguan",2020-02-17,1.681,"Guangdong","2-9-20",0,0,1,8000000,89
"283","Dongguan",2020-02-18,1.728,"Guangdong","2-9-20",0,0,1,8000000,91
"284","Dongguan",2020-02-19,1.7917,"Guangdong","2-9-20",0,0,1,8000000,91
"285","Dongguan",2020-02-20,1.8762,"Guangdong","2-9-20",0,0,1,8000000,92
"286","Dongguan",2020-02-21,1.9624,"Guangdong","2-9-20",0,0,1,8000000,93
"287","Dongguan",2020-02-22,1.8208,"Guangdong","2-9-20",0,0,1,8000000,93
"288","Dongguan",2020-02-23,1.6362,"Guangdong","2-9-20",0,0,1,8000000,94
"289","Dongguan",2020-02-24,2.2988,"Guangdong","2-9-20",0,0,1,8000000,96
"290","Dongguan",2020-02-25,2.3387,"Guangdong","2-9-20",0,0,1,8000000,97
"291","Dongguan",2020-02-26,2.4196,"Guangdong","2-9-20",0,0,1,8000000,97
"292","Dongguan",2020-02-27,2.4776,"Guangdong","2-9-20",0,0,1,8000000,97
"293","Dongguan",2020-02-28,2.5638,"Guangdong","2-9-20",0,0,1,8000000,98
"294","Dongguan",2020-02-29,2.4721,"Guangdong","2-9-20",0,0,1,8000000,99
"295","Dongguan",2020-03-01,2.231,"Guangdong","2-9-20",0,0,1,8000000,99
"296","Dongguan",2020-03-02,2.8954,"Guangdong","2-9-20",0,0,1,8000000,99
"297","Dongguan",2020-03-03,2.9129,"Guangdong","2-9-20",0,0,1,8000000,99
"298","Dongguan",2020-03-04,2.8796,"Guangdong","2-9-20",0,0,1,8000000,99
"299","Dongguan",2020-03-05,2.9602,"Guangdong","2-9-20",0,0,1,8000000,99
"300","Dongguan",2020-03-06,3.0324,"Guangdong","2-9-20",0,0,1,8000000,99
"301","Dongguan",2020-03-07,2.8562,"Guangdong","2-9-20",0,0,1,8000000,99
"302","Dongguan",2020-03-08,2.6206,"Guangdong","2-9-20",0,0,1,8000000,99
"303","Dongguan",2020-03-09,3.2254,"Guangdong","2-9-20",0,0,1,8000000,99
"304","Dongguan",2020-03-10,3.2375,"Guangdong","2-9-20",0,0,1,8000000,100
"305","Dongguan",2020-03-11,3.2321,"Guangdong","2-9-20",0,0,1,8000000,100
"306","Dongguan",2020-03-12,3.2753,"Guangdong","2-9-20",0,0,1,8000000,100
"307","Dongguan",2020-03-13,3.3268,"Guangdong","2-9-20",0,0,1,8000000,100
"308","Dongguan",2020-03-14,3.1443,"Guangdong","2-9-20",0,0,1,8000000,100
"309","Dongguan",2020-03-15,2.921,"Guangdong","2-9-20",0,0,1,8000000,100
"310","Dongguan",2020-03-16,3.4718,"Guangdong","2-9-20",0,0,1,8000000,100
