,fips,covid_cases
193423,48187,
193524,48189,
193694,48193,
193795,48197,
193896,48199,
193997,48201,
194098,48203,
194168,48207,
194269,48209,
194370,48213,
194471,48215,
194572,48217,
194673,48219,
194774,48221,
194875,48223,
194976,48225,
195077,48227,
195178,48231,
195279,48233,
195358,48237,
195459,48239,
195560,48241,
195661,48245,
195813,48249,
195914,48251,
196015,48253,
196116,48255,
196217,48257,
196318,48259,
196419,48265,
196520,48267,
196621,48273,
196722,48283,
196823,48277,
196924,48279,
197025,48281,
197120,48285,
197219,48287,
197320,48289,
197421,48291,
197522,48293,
197623,48297,
197724,48299,
197869,48303,
197918,48305,
198019,48313,
198106,48315,
198193,48317,
198294,48321,
198395,48323,
198482,48307,
198583,48309,
198753,48325,
198854,48329,
198955,48331,
199051,48335,
199152,48337,
199253,48339,
199354,48341,
199446,48343,
199547,48347,
199648,48349,
199731,48351,
199832,48353,
199933,48355,
200020,48357,
200121,48359,
200222,48361,
200323,48363,
200424,48365,
200525,48367,
200612,48369,
200713,48371,
200814,48373,
200915,48375,
201001,48377,
201089,48379,
201190,48381,
201286,48383,
201374,48387,
201475,48389,
201576,48391,
201677,48395,
201778,48397,
201865,48399,
201966,48401,
202052,48403,
202122,48405,
202223,48407,
202324,48409,
202450,48415,
202551,48419,
202652,48421,
202753,48423,
202840,48425,
202941,48427,
203028,48429,
203126,48437,
203227,48439,
203328,48441,
203424,48445,
203525,48449,
203626,48451,
203727,48453,
203827,48455,
203928,48457,
204029,48459,
204182,48463,
204283,48465,
204384,48467,
204485,48469,
204586,48471,
204687,48473,
204788,48475,
204889,48477,
204990,48479,
205091,48481,
205193,48485,
205293,48487,
205394,48489,
205495,48491,
205596,48493,
205697,48495,
205798,48497,
205899,48499,
205986,48501,
206087,48503,
206174,48505,
206261,48507,
206360,49001,
206461,49003,
206562,49005,
206663,49007,
206764,49011,
206858,49013,
206940,49015,
207039,49019,
207140,49021,
207234,49023,
207315,49025,
207399,49027,
207477,49029,
207578,49035,
207672,49037,
207773,49039,
207874,49041,
207975,49043,
208076,49045,
208177,49047,
208278,49049,
208379,49051,
208480,49053,
208581,49057,
208682,50001,
208783,50003,
208884,50005,
208985,50007,
209033,50009,
209134,50011,
209205,50013,
209306,50015,
209407,50017,
209508,50019,
209609,50021,
209710,50023,
209811,50025,
209912,50027,
210013,51001,
210114,51003,
210215,51005,
210302,51007,
210403,51009,
210504,51011,
210605,51013,
210706,51015,
210918,51019,
210919,51515,
211020,51021,
211121,51023,
211221,51025,
211308,51027,
211395,51029,
211496,51031,
211597,51033,
211698,51035,
211769,51036,
211856,51037,
211957,51041,
212044,51043,
212186,51047,
212258,51049,
212341,51051,
212442,51053,
212538,51057,
212739,51059,
212740,51600,
212841,51061,
212928,51063,
213029,51065,
213230,51067,
213231,51620,
213332,51069,
213433,51071,
213534,51073,
213632,51075,
213703,51077,
213804,51079,
213905,51081,
214006,51083,
214107,51085,
214208,51087,
214309,51089,
214410,51093,
214511,51095,
214582,51097,
214683,51099,
214784,51101,
214871,51103,
214972,51105,
215073,51107,
215174,51109,
215261,51111,
215348,51113,
215449,51683,
215528,51115,
215629,51117,
215716,51119,
215817,51121,
215918,51125,
216019,51127,
216111,51131,
216198,51133,
216295,51135,
216396,51137,
216497,51139,
216587,51141,
216688,51143,
216789,51145,
216890,51147,
216991,51149,
217092,51153,
217193,51155,
217243,51157,
217416,51159,
217417,51760,
217618,51161,
217619,51770,
217720,51163,
217821,51165,
217922,51167,
218023,51169,
218124,51171,
218225,51173,
218326,51175,
218427,51177,
218528,51179,
218599,51181,
218700,51183,
218801,51185,
218902,51187,
219003,51191,
219104,51193,
219205,51195,
219306,51197,
219407,51199,
219508,53001,
219609,53003,
219710,53005,
219811,53007,
219912,53009,
220013,53011,
220114,53015,
220215,53017,
220253,53019,
220354,53021,
220455,53025,
220556,53027,
220657,53029,
220758,53031,
220859,53033,
220960,53035,
221061,53037,
221162,53039,
221263,53041,
221334,53043,
221435,53045,
221536,53047,
221637,53049,
221724,53051,
221825,53053,
221926,53055,
222027,53057,
222128,53059,
222229,53061,
222330,53063,
222431,53065,
222532,53067,
222633,53071,
222734,53073,
222835,53075,
222936,53077,
223030,54001,
223131,54003,
223222,54005,
223313,54007,
223414,54009,
223515,54011,
223616,54019,
223688,54023,
223789,54025,
223890,54027,
223991,54029,
224078,54031,
224179,54033,
224280,54035,
224381,54037,
224482,54039,
224570,54041,
224641,54043,
224742,54045,
224843,54049,
224944,54051,
225045,54053,
225116,54047,
225217,54055,
225318,54057,
225389,54059,
225490,54061,
225561,54063,
225662,54065,
225763,54067,
225864,54069,
225914,54073,
226045,54077,
226146,54079,
226247,54081,
226348,54083,
226416,54085,
226503,54087,
226588,54089,
226689,54091,
226712,54093,
226783,54095,
226884,54097,
226985,54099,
227008,54101,
227109,54103,
227211,54107,
227282,54109,
227383,55001,
227478,55003,
227579,55005,
227665,55007,
227766,55009,
227854,55011,
227955,55013,
228056,55015,
228157,55017,
228258,55019,
228359,55021,
228455,55023,
228556,55025,
228657,55027,
228758,55029,
228859,55031,
228960,55033,
229061,55035,
229170,55039,
229249,55041,
229350,55043,
229451,55045,
229552,55047,
229653,55049,
229724,55051,
229825,55053,
229926,55055,
230027,55057,
230128,55059,
230229,55061,
230330,55063,
230420,55065,
230521,55067,
230622,55069,
230723,55071,
230824,55073,
230925,55075,
231026,55077,
231127,55079,
231228,55081,
231329,55083,
231430,55085,
231531,55087,
231632,55089,
231706,55091,
231807,55093,
231908,55095,
232009,55097,
232096,55099,
232197,55101,
232298,55103,
232399,55105,
232487,55107,
232588,55111,
232689,55113,
232790,55115,
232891,55117,
232992,55109,
233088,55119,
233189,55121,
233290,55123,
233391,55125,
233492,55127,
233585,55129,
233686,55131,
233787,55133,
233888,55135,
233989,55137,
234090,55139,
234191,55141,
234292,56001,
234372,56003,
234473,56005,
234574,56007,
234675,56009,
234715,56011,
234816,56013,
234908,56015,
234992,56019,
235093,56021,
235191,56023,
235292,56025,
235393,56029,
235480,56031,
235581,56033,
235661,56035,
235762,56037,
235863,56039,
235964,56041,
236043,56043,
236116,56045,
