city,date,mobility,stay_at_home,pop,covid_cases,mob_change
Xianning,4/30/20,5.2434,0,2543300,836,5.728631057
Xianning,5/1/20,5.3339,0,2543300,836,7.553485371
Xianning,5/2/20,5.1182,0,2543300,836,3.204081221
Shiyan,1/1/20,4.6557,0,3406000,#N/A,0
Shiyan,1/2/20,5.1177,0,3406000,#N/A,9.923319802
Shiyan,1/3/20,5.2705,0,3406000,#N/A,13.20531821
Shiyan,1/4/20,4.894,0,3406000,#N/A,5.118456945
Shiyan,1/5/20,4.5955,0,3406000,#N/A,-1.293038641
Shiyan,1/6/20,4.9521,0,3406000,#N/A,6.366389587
Shiyan,1/7/20,5.1139,0,3406000,#N/A,9.841699422
Shiyan,1/8/20,5.0325,0,3406000,#N/A,8.093304981
Shiyan,1/9/20,5.1172,0,3406000,#N/A,9.912580278
Shiyan,1/10/20,5.2862,0,3406000,#N/A,13.54253925
Shiyan,1/11/20,5.1509,0,3406000,#N/A,10.63642417
Shiyan,1/12/20,5.0469,0,3406000,#N/A,8.402603261
Shiyan,1/13/20,5.4769,0,3406000,#N/A,17.63859355
Shiyan,1/14/20,5.4858,0,3406000,#N/A,17.82975707
Shiyan,1/15/20,5.3241,0,3406000,0,14.35659514
Shiyan,1/16/20,5.5779,0,3406000,0,19.80797732
Shiyan,1/17/20,5.6915,0,3406000,0,22.24799708
Shiyan,1/18/20,5.388,0,3406000,0,15.72910626
Shiyan,1/19/20,5.6107,0,3406000,0,20.51249007
Shiyan,1/20/20,5.8277,0,3406000,0,25.17344331
Shiyan,1/21/20,5.7165,0,3406000,0,22.78497326
Shiyan,1/22/20,5.5377,0,3406000,0,18.94451962
Shiyan,1/23/20,4.8459,0,3406000,1,4.085314775
Shiyan,1/24/20,3.9666,1,3406000,5,-14.80121142
Shiyan,1/25/20,2.7234,1,3406000,20,-41.50396288
Shiyan,1/26/20,2.2288,1,3406000,40,-52.12749962
Shiyan,1/27/20,1.8132,1,3406000,65,-61.05419164
Shiyan,1/28/20,1.5905,1,3406000,88,-65.83757545
Shiyan,1/29/20,1.5401,1,3406000,119,-66.92011942
Shiyan,1/30/20,1.5621,1,3406000,150,-66.44758039
Shiyan,1/31/20,1.5553,1,3406000,177,-66.59363791
Shiyan,2/1/20,1.4589,1,3406000,212,-68.66421806
Shiyan,2/2/20,1.4365,1,3406000,256,-69.14534871
Shiyan,2/3/20,1.3355,1,3406000,291,-71.31473248
Shiyan,2/4/20,1.311,1,3406000,318,-71.84096913
Shiyan,2/5/20,1.2434,1,3406000,353,-73.29295272
Shiyan,2/6/20,1.1823,1,3406000,395,-74.60532251
Shiyan,2/7/20,1.2979,1,3406000,438,-72.12234465
Shiyan,2/8/20,1.3248,1,3406000,467,-71.54455828
Shiyan,2/9/20,1.2801,1,3406000,481,-72.50467169
Shiyan,2/10/20,1.2745,1,3406000,505,-72.62495436
Shiyan,2/11/20,1.2757,1,3406000,536,-72.5991795
Shiyan,2/12/20,1.2858,1,3406000,562,-72.38224112
Shiyan,2/13/20,1.2985,1,3406000,586,-72.10945722
Shiyan,2/14/20,1.2317,1,3406000,597,-73.54425758
Shiyan,2/15/20,1.1399,1,3406000,602,-75.51603411
Shiyan,2/16/20,1.1613,1,3406000,612,-75.0563825
Shiyan,2/17/20,1.1919,1,3406000,626,-74.39912365
Shiyan,2/18/20,1.1732,1,3406000,638,-74.80078184
Shiyan,2/19/20,1.1866,1,3406000,641,-74.5129626
Shiyan,2/20/20,1.1853,1,3406000,654,-74.54088537
Shiyan,2/21/20,1.2032,1,3406000,656,-74.15641042
Shiyan,2/22/20,1.1893,1,3406000,659,-74.45496918
Shiyan,2/23/20,1.1909,1,3406000,667,-74.4206027
Shiyan,2/24/20,1.2374,1,3406000,669,-73.42182701
Shiyan,2/25/20,1.2384,1,3406000,671,-73.40034796
Shiyan,2/26/20,1.1932,1,3406000,671,-74.37120089
Shiyan,2/27/20,1.1472,1,3406000,671,-75.35923706
Shiyan,2/28/20,1.224,1,3406000,671,-73.70964624
Shiyan,2/29/20,1.3427,1,3406000,671,-71.16008334
Shiyan,3/1/20,1.3647,1,3406000,672,-70.6875443
Shiyan,3/2/20,1.3492,1,3406000,672,-71.02046953
Shiyan,3/3/20,1.4008,1,3406000,672,-69.9121507
Shiyan,3/4/20,1.4459,1,3406000,672,-68.94344567
Shiyan,3/5/20,1.4724,1,3406000,672,-68.37425092
Shiyan,3/6/20,1.5208,1,3406000,672,-67.33466503
Shiyan,3/7/20,1.5742,1,3406000,672,-66.18768391
Shiyan,3/8/20,1.5932,1,3406000,672,-65.77958202
Shiyan,3/9/20,1.7664,1,3406000,672,-62.05941104
Shiyan,3/10/20,2.0458,1,3406000,672,-56.05816526
Shiyan,3/11/20,2.2152,1,3406000,672,-52.41961467
Shiyan,3/12/20,2.2485,1,3406000,672,-51.70436239
Shiyan,3/13/20,2.3198,1,3406000,672,-50.17290633
Shiyan,3/14/20,3.0792,1,3406000,672,-33.86171789
Shiyan,3/15/20,3.4743,1,3406000,672,-25.37534635
Shiyan,3/16/20,3.6674,1,3406000,672,-21.22774234
Shiyan,3/17/20,3.8461,1,3406000,672,-17.3894366
Shiyan,3/18/20,4.0251,1,3406000,672,-13.54468716
Shiyan,3/19/20,4.3258,1,3406000,672,-7.085937668
Shiyan,3/20/20,4.6291,1,3406000,672,-0.571342655
Shiyan,3/21/20,4.7208,1,3406000,672,1.398285972
Shiyan,3/22/20,4.5156,1,3406000,672,-3.009214511
Shiyan,3/23/20,4.9206,1,3406000,672,5.6897996
Shiyan,3/24/20,5.0081,1,3406000,672,7.56921623
Shiyan,3/25/20,5.0202,0,3406000,672,7.829112701
Shiyan,3/26/20,4.8623,0,3406000,672,4.437571149
Shiyan,3/27/20,4.4158,0,3406000,672,-5.152823421
Shiyan,3/28/20,4.5278,0,3406000,672,-2.747170136
Shiyan,3/29/20,4.3129,0,3406000,672,-7.363017377
Shiyan,3/30/20,4.9346,0,3406000,672,5.990506261
Shiyan,3/31/20,4.7611,0,3406000,672,2.263891574
Shiyan,4/1/20,4.5888,0,3406000,672,-1.436948257
Shiyan,4/2/20,4.4099,0,3406000,672,-5.279549799
Shiyan,4/3/20,4.6426,0,3406000,672,-0.281375518
Shiyan,4/4/20,4.6618,0,3406000,672,0.131022188
Shiyan,4/5/20,4.5032,0,3406000,672,-3.275554696
Shiyan,4/6/20,4.5716,0,3406000,672,-1.806387869
Shiyan,4/7/20,4.6817,0,3406000,672,0.558455227
Shiyan,4/8/20,4.6449,0,3406000,672,-0.23197371
Shiyan,4/9/20,4.6359,0,3406000,672,-0.425285134
Shiyan,4/10/20,3.2922,0,3406000,672,-29.28668084
Shiyan,4/11/20,4.436,0,3406000,672,-4.718946668
Shiyan,4/12/20,4.4687,0,3406000,672,-4.016581824
Shiyan,4/13/20,4.5781,0,3406000,672,-1.666774062
Shiyan,4/14/20,4.539,0,3406000,672,-2.506604807
Shiyan,4/15/20,4.5786,0,3406000,672,-1.656034538
Shiyan,4/16/20,4.5421,0,3406000,672,-2.440019761
Shiyan,4/17/20,4.5232,0,3406000,672,-2.845973753
Shiyan,4/18/20,4.0038,0,3406000,672,-14.00219086
Shiyan,4/19/20,4.4613,0,3406000,672,-4.175526774
Shiyan,4/20/20,4.4231,0,3406000,672,-4.996026376
Shiyan,4/21/20,4.3963,0,3406000,672,-5.571664841
Shiyan,4/22/20,4.4996,0,3406000,672,-3.352879266
Shiyan,4/23/20,4.5174,0,3406000,672,-2.970552226
Shiyan,4/24/20,4.6289,0,3406000,672,-0.575638465
Shiyan,4/25/20,4.4631,0,3406000,672,-4.136864489
Shiyan,4/26/20,4.5166,0,3406000,672,-2.987735464
Shiyan,4/27/20,4.5523,0,3406000,672,-2.220933479
Shiyan,4/28/20,4.5413,0,3406000,672,-2.457202998
Shiyan,4/29/20,4.5526,0,3406000,672,-2.214489765
Shiyan,4/30/20,5.1692,0,3406000,672,11.02949073
Shiyan,5/1/20,5.1454,0,3406000,672,10.51828941
Shiyan,5/2/20,4.8693,0,3406000,672,4.58792448
